case_id,route_id,entity_value,observed_rows,forward_actual_rows,governed_15_models,accuracy_models,forecast_rows,build_viewer,build_accuracy,build_forecast,taxonomy_alignment,fabricated_actuals,falsely_claims_15_models,eligible_for_accuracy
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::APCP150,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,APCP150,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::APCPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,APCPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::APCPRD02,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,APCPRD02,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::APCPRD03,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,APCPRD03,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::APCPRD04,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,APCPRD04,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::APCPRD06,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,APCPRD06,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::AREP273,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,AREP273,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::AUSP282,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,AUSP282,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::AUSP300,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,AUSP300,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::AUSPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,AUSPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::AUTP296,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,AUTP296,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::BRAP284,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,BRAP284,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::CANP288,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,CANP288,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::CANPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,CANPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::CHEP278,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,CHEP278,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::CHLP298,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,CHLP298,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::DEUP281,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,DEUP281,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::DNKP307,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,DNKP307,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::ESPP292,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,ESPP292,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP107,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP107,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP119,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP119,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP120,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP120,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP121,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP121,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP122,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP122,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP137,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP137,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP138,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP138,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP174,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP174,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP175,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP175,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP176,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP176,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP177,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP177,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP178,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP178,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP179,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP179,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP180,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP180,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP189,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP189,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP190,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP190,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP191,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP191,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP192,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP192,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP193,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP193,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP194,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP194,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP195,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP195,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP250,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP250,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP251,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP251,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURP309,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURP309,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD02,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD02,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD03,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD03,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD04,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD04,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD05,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD05,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD06,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD06,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD07,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD07,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD08,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD08,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD09,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD09,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::EURPRD10,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,EURPRD10,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::FRAP264,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,FRAP264,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::GBRP123,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,GBRP123,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::GBRP265,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,GBRP265,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::GBRP267,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,GBRP267,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::GBRP302,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,GBRP302,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::IDNP305,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,IDNP305,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::INDP287,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,INDP287,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::INDPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,INDPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::ISRP290,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,ISRP290,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::ITAP293,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,ITAP293,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::JPNP286,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,JPNP286,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::JPNP301,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,JPNP301,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::JPNPRD01,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,JPNPRD01,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::KORP216,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,KORP216,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::LAMP152,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,LAMP152,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::LAMP215,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,LAMP215,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::LAMPRD80,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,LAMPRD80,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::MEXP297,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,MEXP297,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::MYSP306,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,MYSP306,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP100,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP100,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP101,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP101,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP102,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP102,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP103,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP103,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP104,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP104,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP105,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP105,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP106,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP106,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP108,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP108,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP109,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP109,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP113,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP113,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest::NAMP114,SSD|Phoenix|LEGACY_VARIANT|Low Volume No Efficiency|Forest,NAMP114,0,0,0,0,732,False,False,True,LEGACY_VARIANT,False,False,False
