candidate_id,model_name,model_family,series_key,forecast_origin,horizon,forecast_date,forecast_value,actual_value,error,abs_error,squared_error,mase,rmsse,smape_or_mae_if_available,runtime_seconds,status,failure_reason,guardrail_pass,negative_forecast_count,notes
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,4,2026-04-01,50.867905,28.674796,22.193109,22.193109,492.534079,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,5,2026-04-02,40.447524,28.692114,11.75541,11.75541,138.18966,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,6,2026-04-03,46.796085,28.703813,18.092272,18.092272,327.330291,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,7,2026-04-04,45.765861,28.703813,17.062048,17.062048,291.113489,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,8,2026-04-05,50.922388,28.703813,22.218575,22.218575,493.665071,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,9,2026-04-06,58.805011,28.717176,30.087835,30.087835,905.27782,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,10,2026-04-07,42.125656,28.747479,13.378177,13.378177,178.975632,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,11,2026-04-08,52.321762,28.781657,23.540105,23.540105,554.136547,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,12,2026-04-09,51.15274,28.813201,22.339539,22.339539,499.05502,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,13,2026-04-10,84.03883,28.849012,55.189818,55.189818,3045.916012,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,14,2026-04-11,52.775015,28.851253,23.923762,23.923762,572.346381,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,15,2026-04-12,58.271824,28.851253,29.420571,29.420571,865.569988,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,16,2026-04-13,63.974666,28.833775,35.140891,35.140891,1234.882228,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,17,2026-04-14,33.230406,28.735797,4.494609,4.494609,20.201511,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,18,2026-04-15,45.417208,28.73495,16.682258,16.682258,278.297732,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,19,2026-04-16,44.843956,28.735797,16.108159,16.108159,259.472779,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,20,2026-04-17,67.696793,28.8196,38.877193,38.877193,1511.436154,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,21,2026-04-18,90.6925,28.828546,61.863954,61.863954,3827.148804,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,22,2026-04-19,58.254887,28.837878,29.417009,29.417009,865.360394,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,23,2026-04-20,70.845399,28.886882,41.958517,41.958517,1760.517181,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,24,2026-04-21,52.807091,28.945953,23.861138,23.861138,569.353888,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,25,2026-04-22,50.413916,28.994937,21.418979,21.418979,458.772662,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,26,2026-04-23,57.053632,29.05055,28.003082,28.003082,784.172599,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,27,2026-04-24,63.304337,29.080639,34.223698,34.223698,1171.261482,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,28,2026-04-25,53.840929,29.092292,24.748637,24.748637,612.495009,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,29,2026-04-26,65.784038,29.104001,36.680037,36.680037,1345.425125,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,APC-Dedicated,2026-03-28,30,2026-04-27,54.027934,29.104001,24.923933,24.923933,621.20243,1.747088,0.419669,0.586373,0.5311,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,1,2026-01-28,34.166933,40.101575,-5.934642,5.934642,35.219979,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,2,2026-01-29,31.324394,40.28094,-8.956546,8.956546,80.219714,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,3,2026-01-30,30.087482,40.28094,-10.193458,10.193458,103.906586,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,4,2026-01-31,28.465116,10.757727,17.707389,17.707389,313.55161,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,5,2026-02-01,29.573494,9.212,20.361494,20.361494,414.590431,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,6,2026-02-02,30.869438,9.212,21.657438,21.657438,469.044623,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,7,2026-02-03,31.380586,15.598316,15.78227,15.78227,249.080052,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,8,2026-02-04,30.714509,40.786606,-10.072097,10.072097,101.44714,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,9,2026-02-05,31.238749,40.786606,-9.547857,9.547857,91.161565,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,10,2026-02-06,32.420578,40.728745,-8.308167,8.308167,69.025643,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,11,2026-02-07,30.314434,40.31907,-10.004636,10.004636,100.092733,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,12,2026-02-08,30.205853,39.958326,-9.752473,9.752473,95.110731,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,13,2026-02-09,30.183473,39.958326,-9.774853,9.774853,95.547752,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,14,2026-02-10,30.306509,39.375488,-9.068979,9.068979,82.246374,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,15,2026-02-11,33.215332,39.791791,-6.576459,6.576459,43.249817,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,16,2026-02-12,32.306081,39.791791,-7.48571,7.48571,56.035855,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,17,2026-02-13,33.374503,40.90415,-7.529647,7.529647,56.695584,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,18,2026-02-14,32.81293,40.90415,-8.09122,8.09122,65.467835,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,19,2026-02-15,30.452753,38.66036,-8.207607,8.207607,67.36482,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,20,2026-02-16,32.387965,38.66036,-6.272395,6.272395,39.342936,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,21,2026-02-17,33.427759,38.754521,-5.326762,5.326762,28.374389,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,22,2026-02-18,32.292276,38.880164,-6.587888,6.587888,43.400262,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,23,2026-02-19,31.798101,39.217583,-7.419482,7.419482,55.048719,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,24,2026-02-20,30.003727,39.217583,-9.213856,9.213856,84.895139,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,25,2026-02-21,31.513171,39.083728,-7.570557,7.570557,57.313328,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,26,2026-02-22,31.624628,39.083728,-7.4591,7.4591,55.63818,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,27,2026-02-23,31.531173,39.440834,-7.909661,7.909661,62.562743,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,28,2026-02-24,30.102253,39.82084,-9.718587,9.718587,94.450931,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,29,2026-02-25,34.410699,39.82084,-5.410141,5.410141,29.26963,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-01-27,30,2026-02-26,32.714744,39.748271,-7.033527,7.033527,49.470509,2.079041,0.809524,0.319256,0.2093,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,1,2026-02-27,26.983317,39.748271,-12.764954,12.764954,162.944059,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,2,2026-02-28,29.104207,40.15875,-11.054543,11.054543,122.202929,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,3,2026-03-01,20.223646,40.188797,-19.965151,19.965151,398.607261,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,4,2026-03-02,25.178091,40.279221,-15.10113,15.10113,228.044132,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,5,2026-03-03,30.542278,40.279221,-9.736943,9.736943,94.808061,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,6,2026-03-04,24.762656,40.286154,-15.523498,15.523498,240.979,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,7,2026-03-05,21.434928,40.276456,-18.841528,18.841528,355.003177,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,8,2026-03-06,26.716543,40.286154,-13.569611,13.569611,184.134331,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,9,2026-03-07,29.999422,40.287977,-10.288555,10.288555,105.854361,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,10,2026-03-08,27.824142,40.397746,-12.573604,12.573604,158.095526,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,11,2026-03-09,30.984675,40.450944,-9.466269,9.466269,89.610253,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,12,2026-03-10,29.599814,40.612262,-11.012448,11.012448,121.274011,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,13,2026-03-11,25.463014,40.772612,-15.309598,15.309598,234.383793,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,14,2026-03-12,24.881841,40.772612,-15.890771,15.890771,252.516588,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,15,2026-03-13,26.182863,40.757222,-14.574359,14.574359,212.411952,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,16,2026-03-14,27.471083,40.68489,-13.213807,13.213807,174.604695,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,17,2026-03-15,35.573494,40.68489,-5.111396,5.111396,26.126369,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,18,2026-03-16,30.473028,40.762339,-10.289311,10.289311,105.869913,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,19,2026-03-17,38.245491,41.02972,-2.784229,2.784229,7.751931,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,20,2026-03-18,29.351974,41.506811,-12.154837,12.154837,147.740067,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,21,2026-03-19,33.699468,41.535197,-7.835729,7.835729,61.398654,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,22,2026-03-20,28.649257,41.621253,-12.971996,12.971996,168.272676,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,23,2026-03-21,26.643278,41.778315,-15.135037,15.135037,229.069358,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,24,2026-03-22,31.722247,41.868703,-10.146456,10.146456,102.950566,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,25,2026-03-23,22.438885,45.111034,-22.672149,22.672149,514.026326,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,26,2026-03-24,28.121285,45.325738,-17.204453,17.204453,295.993214,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,27,2026-03-25,27.883111,45.325738,-17.442627,17.442627,304.245226,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,28,2026-03-26,27.251512,45.313852,-18.06234,18.06234,326.248142,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,29,2026-03-27,29.070386,45.313852,-16.243466,16.243466,263.850189,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-02-26,30,2026-03-28,34.189034,45.660532,-11.471498,11.471498,131.595264,2.870277,1.090872,0.385727,0.1922,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,1,2026-03-29,40.482049,45.848204,-5.366155,5.366155,28.795622,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,2,2026-03-30,36.282605,46.129291,-9.846686,9.846686,96.957223,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,3,2026-03-31,33.999727,46.408655,-12.408928,12.408928,153.981486,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,4,2026-04-01,30.506706,46.759372,-16.252666,16.252666,264.149157,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,5,2026-04-02,32.27977,47.112702,-14.832932,14.832932,220.01588,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,6,2026-04-03,32.812733,47.292933,-14.4802,14.4802,209.676184,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,7,2026-04-04,32.623165,47.402506,-14.779341,14.779341,218.428921,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,8,2026-04-05,32.308406,47.405644,-15.097238,15.097238,227.926599,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,9,2026-04-06,31.970952,47.533194,-15.562242,15.562242,242.183365,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,10,2026-04-07,34.443934,47.731847,-13.287913,13.287913,176.568644,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,11,2026-04-08,32.237311,47.84517,-15.607859,15.607859,243.60525,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,12,2026-04-09,31.9758,48.159055,-16.183255,16.183255,261.897745,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,13,2026-04-10,32.488212,48.232983,-15.744771,15.744771,247.89782,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,14,2026-04-11,32.312907,48.277381,-15.964474,15.964474,254.864415,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,15,2026-04-12,36.382969,48.314792,-11.931823,11.931823,142.368404,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,16,2026-04-13,34.053355,48.314792,-14.261437,14.261437,203.38858,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,17,2026-04-14,34.392022,48.390626,-13.998604,13.998604,195.960913,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,18,2026-04-15,35.654446,48.638234,-12.983788,12.983788,168.578761,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,19,2026-04-16,33.58169,48.638234,-15.056544,15.056544,226.699513,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,20,2026-04-17,36.056347,46.654522,-10.598175,10.598175,112.321321,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,21,2026-04-18,35.420747,46.654522,-11.233775,11.233775,126.197706,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,22,2026-04-19,34.224824,46.737175,-12.512351,12.512351,156.558926,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
FNAR-V2,FastNeuralAR_MLP_v2_direct,lightweight_neural,NAM-TDF,2026-03-28,23,2026-04-20,35.703313,46.9663,-11.262987,11.262987,126.854877,2.961441,1.08522,0.334057,0.205,ok,,,0,direct_multi_horizon;log1p
